udi,timestamp,machine_id,product_id,machine_type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,thermal_delta_k,power_w,hazard,dominant_mode,machine_failure,twf,hdf,pwf,osf,osp,tol,rnf
716,2025-10-30 00:00:00,PKR-09,L47715,L,300.7,309.7,1181,54.7,80,8.92,6760.5,0.585,hdf,1,0,0,0,0,0,0,0
717,2025-10-30 06:00:00,PKR-09,L47716,L,300.7,310.7,1353,56.3,187,9.94,7975.5,0.9035,osf,1,0,0,0,1,0,0,0
718,2025-10-30 12:00:00,CRS-08,L47717,L,301.2,311.3,1628,31.6,45,10.06,5389.2,0.0044,rnf,0,0,0,0,0,0,0,0
719,2025-10-30 18:00:00,FAN-07,M47718,M,302.2,313.9,2319,21.8,26,11.68,5284.8,0.012,osp,0,0,0,0,0,0,0,0
720,2025-10-31 00:00:00,KLN-02,H47719,H,302.5,313.1,2391,23.1,118,10.58,5783.5,0.0389,osp,0,0,0,0,0,0,0,0
721,2025-10-31 06:00:00,PKR-09,L47720,L,302.9,313.0,1439,35.4,61,10.08,5334.8,0.0118,hdf,0,0,0,0,0,0,0,0
722,2025-10-31 12:00:00,CRS-08,L47721,L,302.6,312.6,2886,25.5,63,9.97,7705.9,0.8997,osp,1,0,0,0,0,1,0,0
723,2025-10-31 18:00:00,CRS-08,L47722,L,302.0,313.1,1687,36.2,46,11.1,6390.8,0.0051,rnf,0,0,0,0,0,0,0,0
724,2025-11-01 00:00:00,KLN-02,H47723,H,302.3,311.7,1168,52.7,87,9.41,6443.7,0.3161,tol,1,0,0,0,0,0,0,0
725,2025-11-01 06:00:00,PKR-09,L47724,L,302.3,312.1,1873,24.8,10,9.86,4871.8,0.0044,rnf,0,0,0,0,0,0,0,0
726,2025-11-01 12:00:00,PKR-09,L47725,L,301.2,310.1,1713,34.0,124,8.91,6096.4,0.005,rnf,0,0,0,0,0,0,0,0
727,2025-11-01 18:00:00,PKR-09,L47726,L,300.9,312.3,1168,63.5,18,11.42,7761.4,0.8272,tol,1,0,0,0,0,0,1,0
728,2025-11-02 00:00:00,PKR-09,L47727,L,300.8,311.2,1281,39.1,236,10.39,5242.1,0.9159,twf,1,1,0,0,0,0,0,0
729,2025-11-02 06:00:00,CRS-08,L47728,L,300.4,309.7,1721,32.5,84,9.29,5865.4,0.0045,rnf,0,0,0,0,0,0,0,0
730,2025-11-02 12:00:00,CRS-08,L47729,L,301.4,311.2,1616,38.3,67,9.89,6477.0,0.0066,rnf,0,0,0,0,0,0,0,0
731,2025-11-02 18:00:00,CRS-08,L47730,L,301.6,312.1,1168,44.7,40,10.51,5470.2,0.0288,tol,0,0,0,0,0,0,0,0
732,2025-11-03 00:00:00,PKR-09,L47731,L,302.4,312.2,1168,58.7,46,9.75,7174.1,0.6453,tol,1,0,0,0,0,0,1,0
733,2025-11-03 06:00:00,CRS-08,L47732,L,302.5,311.9,2212,25.9,115,9.47,5997.5,0.0049,rnf,0,0,0,0,0,0,0,0
734,2025-11-03 12:00:00,CRS-08,L47733,L,302.4,311.7,1687,31.7,80,9.35,5593.1,0.0046,rnf,0,0,0,0,0,0,0,0
735,2025-11-03 18:00:00,PKR-09,L47734,L,301.6,311.9,2385,24.8,162,10.34,6201.0,0.0374,osp,0,0,0,0,0,0,0,0
736,2025-11-04 00:00:00,FAN-07,M47735,M,301.5,311.1,1168,41.1,38,9.64,5031.2,0.0788,hdf,0,0,0,0,0,0,0,0
737,2025-11-04 06:00:00,CRS-08,L47736,L,301.4,311.0,1610,15.4,99,9.55,2600.0,0.8999,pwf,1,0,0,1,0,0,0,0
738,2025-11-04 12:00:00,CRS-08,L47737,L,300.4,309.1,1319,34.9,140,8.66,4819.8,0.4789,hdf,1,0,0,0,0,0,0,0
739,2025-11-04 18:00:00,CRS-08,L47738,L,300.0,310.1,2021,30.0,99,10.08,6349.2,0.0042,rnf,0,0,0,0,0,0,0,0
740,2025-11-05 00:00:00,PKR-09,L47739,L,299.8,309.6,1168,51.8,25,9.82,6337.7,0.208,tol,0,0,0,0,0,0,0,0
741,2025-11-05 06:00:00,PKR-09,L47740,L,300.1,309.8,2048,30.7,54,9.68,6573.4,0.0042,rnf,0,0,0,0,0,0,0,0
742,2025-11-05 12:00:00,CRS-08,L47741,L,300.4,310.6,1168,51.9,188,10.2,6347.7,0.673,osf,1,0,0,0,1,0,0,0
743,2025-11-05 18:00:00,FAN-07,M47742,M,300.0,310.7,2440,22.4,62,10.75,5711.0,0.0937,osp,0,0,0,0,0,0,0,0
744,2025-11-06 00:00:00,CRS-08,L47743,L,300.3,311.0,2142,38.5,199,10.7,8624.7,0.2679,twf,0,0,0,0,0,0,0,0
745,2025-11-06 06:00:00,PKR-09,L47744,L,300.2,310.7,2049,26.8,90,10.55,5741.9,0.0041,rnf,0,0,0,0,0,0,0,0
746,2025-11-06 12:00:00,CRS-08,L47745,L,298.2,308.0,1619,22.6,89,9.76,3828.5,0.2716,pwf,0,0,0,0,0,0,0,0
747,2025-11-06 18:00:00,CRS-08,L47746,L,298.0,307.4,1388,52.0,40,9.43,7554.4,0.2424,tol,1,0,0,0,0,0,0,0
748,2025-11-07 00:00:00,PKR-09,L47747,L,298.8,307.8,1168,50.3,66,8.96,6146.7,0.4204,hdf,1,0,0,0,0,0,0,0
749,2025-11-07 06:00:00,FAN-07,M47748,M,297.8,307.2,1422,38.6,9,9.41,5744.6,0.0625,hdf,0,0,0,0,0,0,0,0
750,2025-11-07 12:00:00,FAN-07,M47749,M,298.0,308.0,1168,75.2,13,10.02,9196.5,0.9595,tol,1,0,0,1,0,0,1,0
751,2025-11-07 18:00:00,CRS-08,L47750,L,299.2,308.4,2099,29.9,23,9.21,6579.8,0.0042,rnf,0,0,0,0,0,0,0,0
752,2025-11-08 00:00:00,PKR-09,L47751,L,298.7,308.8,1168,52.8,37,10.1,6460.2,0.2383,tol,0,0,0,0,0,0,0,0
753,2025-11-08 06:00:00,CRS-08,L47752,L,298.8,307.8,2409,23.1,60,9.03,5837.2,0.0536,osp,0,0,0,0,0,0,0,0
754,2025-11-08 12:00:00,CRS-08,L47753,L,298.0,306.3,1429,37.3,94,8.34,5585.2,0.2865,hdf,0,0,0,0,0,0,0,0
755,2025-11-08 18:00:00,BLR-03,M47754,M,299.2,310.0,2701,25.2,123,10.82,7121.3,0.8671,osp,1,0,0,0,0,1,0,0
756,2025-11-09 00:00:00,PKR-09,L47755,L,299.2,308.7,1248,42.8,127,9.53,5596.9,0.1059,hdf,0,0,0,0,0,0,0,0
757,2025-11-09 06:00:00,PKR-09,L47756,L,299.3,308.4,1764,40.6,114,9.16,7503.2,0.0091,tol,0,0,0,0,0,0,0,0
758,2025-11-09 12:00:00,KLN-01,H47757,H,300.2,309.1,1234,36.6,31,8.91,4732.7,0.3767,hdf,1,0,0,0,0,0,0,0
759,2025-11-09 18:00:00,PKR-09,L47758,L,300.7,311.1,1768,41.5,62,10.42,7686.0,0.0107,tol,0,0,0,0,0,0,0,0
760,2025-11-10 00:00:00,PKR-09,L47759,L,300.0,311.4,1861,33.8,81,11.37,6580.0,0.0045,rnf,0,0,0,0,0,0,0,0
761,2025-11-10 06:00:00,CLC-06,M47760,M,299.6,309.2,1168,43.6,72,9.6,5332.3,0.0943,hdf,0,0,0,0,0,0,0,0
762,2025-11-10 12:00:00,CRS-08,L47761,L,300.0,309.7,1290,49.0,25,9.78,6624.9,0.1197,tol,0,0,0,0,0,0,0,0
763,2025-11-10 18:00:00,CRS-08,L47762,L,299.5,310.6,2103,23.7,52,11.07,5215.2,0.0041,rnf,0,0,0,0,0,0,0,0
764,2025-11-11 00:00:00,PKR-09,L47763,L,298.1,306.3,2886,24.3,72,8.19,7331.2,0.8997,osp,1,0,0,0,0,1,0,0
765,2025-11-11 06:00:00,KLN-02,H47764,H,298.2,305.3,1274,40.6,10,7.08,5414.3,0.8544,hdf,1,0,1,0,0,0,0,0
766,2025-11-11 12:00:00,PKR-09,L47765,L,297.3,309.8,2829,25.1,205,12.44,7450.5,0.9354,osp,1,0,0,0,0,1,0,0
767,2025-11-11 18:00:00,PKR-09,L47766,L,298.6,305.9,1227,55.6,113,7.29,7150.8,0.9259,hdf,1,0,1,0,0,0,0,0
768,2025-11-12 00:00:00,CRS-08,L47767,L,298.8,308.7,1684,37.6,178,9.9,6636.5,0.029,twf,0,0,0,0,0,0,0,0
769,2025-11-12 06:00:00,CRS-08,L47768,L,298.2,307.5,1213,36.5,55,9.28,4637.6,0.1795,hdf,0,0,0,0,0,0,0,0
770,2025-11-12 12:00:00,CLC-06,M47769,M,297.9,307.6,1479,30.4,10,9.74,4707.2,0.0149,hdf,0,0,0,0,0,0,0,0
771,2025-11-12 18:00:00,PKR-09,L47770,L,296.7,306.3,1387,43.6,199,9.58,6335.3,0.3742,twf,1,0,0,0,0,0,0,0
772,2025-11-13 00:00:00,CRS-08,L47771,L,296.2,307.0,1670,36.7,210,10.81,6423.3,0.5191,twf,0,1,0,0,0,0,0,0
773,2025-11-13 06:00:00,CRS-08,L47772,L,297.1,307.0,1339,37.0,253,9.89,5185.9,0.9386,twf,1,1,0,0,0,0,0,0
774,2025-11-13 12:00:00,BLR-03,M47773,M,298.8,307.9,1946,39.0,214,9.09,7941.0,0.6179,twf,0,1,0,0,0,0,0,0
775,2025-11-13 18:00:00,PKR-09,L47774,L,299.3,309.2,1450,46.1,74,9.83,6995.2,0.0453,tol,0,0,0,0,0,0,0,0
776,2025-11-14 00:00:00,BLR-03,M47775,M,299.3,309.8,2275,31.2,105,10.51,7437.8,0.0075,rnf,0,0,0,0,0,0,0,0
777,2025-11-14 06:00:00,FAN-07,M47776,M,299.1,307.9,1554,31.5,89,8.82,5127.7,0.0214,hdf,0,0,0,0,0,0,0,0
778,2025-11-14 12:00:00,CRS-08,L47777,L,298.5,306.8,2178,34.1,64,8.35,7776.3,0.0051,rnf,0,0,0,0,0,0,0,0
779,2025-11-14 18:00:00,CML-05,M47778,M,300.0,312.0,2886,6.7,30,11.99,2030.0,0.99,pwf,1,0,0,1,0,1,0,0
780,2025-11-15 00:00:00,BLR-03,M47779,M,299.8,309.2,2156,33.4,48,9.36,7533.5,0.0047,rnf,0,0,0,0,0,0,0,0
781,2025-11-15 06:00:00,CRS-08,L47780,L,301.3,311.1,2516,27.3,131,9.86,7203.2,0.3223,osp,0,0,0,0,0,0,0,0
782,2025-11-15 12:00:00,RMM-04,H47781,H,302.1,311.7,2488,36.6,126,9.6,9534.5,0.8846,pwf,1,0,0,1,0,0,0,0
783,2025-11-15 18:00:00,PKR-09,L47782,L,300.8,311.4,1856,35.1,58,10.55,6830.3,0.0048,rnf,0,0,0,0,0,0,0,0
784,2025-11-16 00:00:00,CLC-06,M47783,M,300.3,312.1,1978,33.8,16,11.77,7006.7,0.0045,rnf,0,0,0,0,0,0,0,0
785,2025-11-16 06:00:00,KLN-02,H47784,H,299.9,310.4,1789,29.6,129,10.58,5549.9,0.0042,rnf,0,0,0,0,0,0,0,0
786,2025-11-16 12:00:00,CRS-08,L47785,L,299.8,308.3,2179,29.2,65,8.48,6652.4,0.0045,rnf,0,0,0,0,0,0,0,0
787,2025-11-16 18:00:00,CML-05,M47786,M,299.8,308.4,1806,35.6,34,8.62,6728.5,0.005,rnf,0,0,0,0,0,0,0,0
788,2025-11-17 00:00:00,PKR-09,L47787,L,301.8,311.4,1534,41.1,74,9.6,6598.9,0.0143,tol,0,0,0,0,0,0,0,0
789,2025-11-17 06:00:00,CLC-06,M47788,M,301.0,310.7,1168,48.7,41,9.73,5952.2,0.1217,tol,0,0,0,0,0,0,0,0
790,2025-11-17 12:00:00,FAN-07,M47789,M,301.1,309.4,1168,44.4,109,8.28,5436.3,0.7427,hdf,1,0,1,0,0,0,0,0
791,2025-11-17 18:00:00,PKR-09,L47790,L,301.4,312.3,1869,28.9,123,10.82,5655.1,0.0041,rnf,0,0,0,0,0,0,0,0
792,2025-11-18 00:00:00,CRS-08,L47791,L,301.3,310.3,1800,27.3,105,8.91,5146.7,0.0042,rnf,0,0,0,0,0,0,0,0
793,2025-11-18 06:00:00,CRS-08,L47792,L,301.3,308.7,1168,40.7,22,7.39,4974.1,0.8829,hdf,1,0,1,0,0,0,0,0
794,2025-11-18 12:00:00,CRS-08,L47793,L,300.6,312.4,1503,43.4,80,11.82,6828.0,0.0163,tol,0,0,0,0,0,0,0,0
795,2025-11-18 18:00:00,CRS-08,L47794,L,300.6,310.3,1210,51.2,50,9.75,6482.7,0.1889,tol,1,0,0,0,0,0,0,0
796,2025-11-19 00:00:00,PKR-09,L47795,L,300.9,311.3,1168,50.5,160,10.44,6177.0,0.1677,tol,1,0,0,0,0,0,0,0
797,2025-11-19 06:00:00,CRS-08,L47796,L,301.1,309.8,1168,48.4,36,8.77,5920.5,0.504,hdf,0,0,0,0,0,0,0,0
798,2025-11-19 12:00:00,CRS-08,L47797,L,301.4,312.0,1168,41.9,82,10.62,5122.4,0.0157,tol,0,0,0,0,0,0,0,0
799,2025-11-19 18:00:00,CLC-06,M47798,M,302.3,311.8,1782,27.0,129,9.5,5045.4,0.0042,rnf,0,0,0,0,0,0,0,0
800,2025-11-20 00:00:00,CML-05,M47799,M,302.8,311.7,1168,47.0,20,8.91,5749.7,0.4019,hdf,0,0,0,0,0,0,0,0
801,2025-11-20 06:00:00,BLR-03,M47800,M,302.6,308.8,1168,64.0,29,6.17,7832.3,0.9832,hdf,1,0,1,0,0,0,1,0
802,2025-11-20 12:00:00,PKR-09,L47801,L,301.7,311.2,1728,36.7,182,9.53,6638.0,0.0412,twf,0,0,0,0,0,0,0,0
803,2025-11-20 18:00:00,FAN-07,M47802,M,301.2,310.9,1388,28.5,43,9.67,4140.7,0.0869,pwf,0,0,0,0,0,0,0,0
804,2025-11-21 00:00:00,PKR-09,L47803,L,301.0,311.9,2363,23.1,70,10.95,5723.1,0.0239,osp,0,0,0,0,0,0,0,0
805,2025-11-21 06:00:00,CRS-08,L47804,L,301.1,304.2,1168,59.3,71,3.11,7254.7,0.9652,hdf,1,0,1,0,0,0,1,0
806,2025-11-21 12:00:00,PKR-09,L47805,L,300.7,312.4,1168,59.5,148,11.74,7272.3,0.7296,tol,1,0,0,0,0,0,1,0
807,2025-11-21 18:00:00,CML-05,M47806,M,300.0,308.7,2021,29.8,93,8.67,6313.3,0.0042,rnf,0,0,0,0,0,0,0,0
808,2025-11-22 00:00:00,PKR-09,L47807,L,299.2,310.8,2372,32.0,24,11.62,7949.9,0.0286,osp,0,0,0,0,0,0,0,0
809,2025-11-22 06:00:00,PKR-09,L47808,L,298.1,307.1,1168,36.4,161,8.98,4456.6,0.3392,hdf,1,0,0,0,0,0,0,0
810,2025-11-22 12:00:00,KLN-01,H47809,H,298.1,308.1,1263,53.5,143,10.0,7071.9,0.2798,tol,0,0,0,0,0,0,0,0
811,2025-11-22 18:00:00,CRS-08,L47810,L,297.2,306.7,1168,25.8,24,9.51,3160.5,0.8887,pwf,1,0,0,1,0,0,0,0
812,2025-11-23 00:00:00,PKR-09,L47811,L,296.7,306.4,2490,27.3,94,9.66,7124.6,0.2208,osp,0,0,0,0,0,0,0,0
813,2025-11-23 06:00:00,KLN-01,H47812,H,296.6,307.4,1168,63.8,41,10.8,7808.8,0.8358,tol,1,0,0,0,0,0,1,0
814,2025-11-23 12:00:00,PKR-09,L47813,L,295.9,301.5,1168,67.7,103,5.56,8284.4,0.9878,hdf,1,0,1,0,0,0,1,0
815,2025-11-23 18:00:00,PKR-09,L47814,L,296.4,307.6,1174,45.0,98,11.19,5532.0,0.0257,tol,0,0,0,0,0,0,0,0
816,2025-11-24 00:00:00,BLR-03,M47815,M,297.1,306.7,1751,37.3,178,9.6,6833.8,0.0265,twf,0,0,0,0,0,0,0,0
817,2025-11-24 06:00:00,FAN-07,M47816,M,296.9,307.1,1460,44.9,148,10.18,6862.5,0.0287,tol,0,0,0,0,0,0,0,0
818,2025-11-24 12:00:00,CRS-08,L47817,L,296.8,306.1,2240,23.3,101,9.22,5475.2,0.0056,rnf,0,0,0,0,0,0,0,0
819,2025-11-24 18:00:00,CML-05,M47818,M,297.4,306.4,1729,30.7,7,9.01,5568.5,0.0044,rnf,0,0,0,0,0,0,0,0
820,2025-11-25 00:00:00,CRS-08,L47819,L,297.1,305.9,1168,41.2,74,8.85,5034.0,0.4185,hdf,0,0,0,0,0,0,0,0
821,2025-11-25 06:00:00,CRS-08,L47820,L,296.7,306.3,2886,3.0,137,9.56,906.7,0.99,pwf,1,0,0,1,0,1,0,0
822,2025-11-25 12:00:00,PKR-09,L47821,L,297.7,308.0,2601,14.3,249,10.25,3889.6,0.9737,twf,1,1,0,0,0,1,0,0
823,2025-11-25 18:00:00,CRS-08,L47822,L,298.5,306.5,1329,36.0,66,8.09,5010.1,0.6888,hdf,1,0,1,0,0,0,0,0
824,2025-11-26 00:00:00,CLC-06,M47823,M,299.0,307.6,2886,16.4,59,8.66,4948.0,0.8997,osp,1,0,0,0,0,1,0,0
825,2025-11-26 06:00:00,BLR-03,M47824,M,299.6,311.2,1168,59.3,109,11.52,7251.6,0.6646,tol,1,0,0,0,0,0,1,0
826,2025-11-26 12:00:00,PKR-09,L47825,L,298.3,309.4,1843,29.0,12,11.12,5606.0,0.0041,rnf,0,0,0,0,0,0,0,0
827,2025-11-26 18:00:00,PKR-09,L47826,L,299.3,308.8,1168,42.5,122,9.41,5203.6,0.138,hdf,0,0,0,0,0,0,0,0
828,2025-11-27 00:00:00,CRS-08,L47827,L,299.6,308.2,1168,36.8,248,8.6,4506.8,0.9682,twf,1,1,1,0,0,0,0,0
829,2025-11-27 06:00:00,CML-05,M47828,M,300.4,310.8,1407,36.7,51,10.46,5408.3,0.0088,rnf,0,0,0,0,0,0,0,0
830,2025-11-27 12:00:00,PKR-09,L47829,L,300.6,308.3,2886,24.9,54,7.68,7516.8,0.8997,osp,1,0,0,0,0,1,0,0
831,2025-11-27 18:00:00,CLC-06,M47830,M,300.6,311.7,1351,40.7,91,11.11,5757.6,0.0098,tol,0,0,0,0,0,0,0,0
832,2025-11-28 00:00:00,CRS-08,L47831,L,300.4,310.2,1447,36.8,81,9.79,5568.7,0.0197,hdf,1,0,0,0,0,0,0,0
833,2025-11-28 06:00:00,PKR-09,L47832,L,300.6,312.4,1584,34.9,102,11.83,5793.0,0.0048,rnf,0,0,0,0,0,0,0,0
834,2025-11-28 12:00:00,FAN-07,M47833,M,300.3,308.6,2886,4.5,229,8.27,1359.6,0.9984,pwf,1,1,0,1,0,1,0,0
835,2025-11-28 18:00:00,CML-05,M47834,M,300.9,311.8,1168,47.5,37,10.92,5811.1,0.0526,tol,1,0,0,0,0,0,0,0
836,2025-11-29 00:00:00,PKR-09,L47835,L,299.8,309.7,2357,26.4,87,9.9,6525.5,0.0216,osp,0,0,0,0,0,0,0,0
837,2025-11-29 06:00:00,BLR-03,M47836,M,299.4,309.1,1482,40.7,138,9.67,6317.1,0.02,hdf,0,0,0,0,0,0,0,0
838,2025-11-29 12:00:00,RMM-04,H47837,H,300.9,308.0,1176,31.1,117,7.1,3831.0,0.9188,hdf,1,0,1,0,0,0,0,0
839,2025-11-29 18:00:00,PKR-09,L47838,L,300.4,311.0,2189,35.7,93,10.6,8187.8,0.0076,rnf,0,0,0,0,0,0,0,0
840,2025-11-30 00:00:00,CRS-08,L47839,L,300.2,310.9,1168,61.8,106,10.68,7561.5,0.7823,tol,1,0,0,0,0,0,1,0
841,2025-11-30 06:00:00,CRS-08,L47840,L,299.6,311.4,1168,43.1,113,11.79,5275.6,0.0156,tol,0,0,0,0,0,0,0,0
842,2025-11-30 12:00:00,BLR-03,M47841,M,299.8,310.8,1449,48.2,121,11.01,7312.2,0.0622,tol,0,0,0,0,0,0,0,0
843,2025-11-30 18:00:00,PKR-09,L47842,L,299.3,308.8,1375,43.6,115,9.41,6283.3,0.1047,hdf,1,0,0,0,0,0,0,0
844,2025-12-01 00:00:00,CRS-08,L47843,L,299.3,308.3,1321,36.4,89,9.0,5040.1,0.288,hdf,0,0,0,0,0,0,0,0
845,2025-12-01 06:00:00,PKR-09,L47844,L,299.9,308.5,2886,20.4,197,8.63,6167.6,0.9179,osp,1,0,0,0,0,1,0,0
846,2025-12-01 12:00:00,FAN-07,M47845,M,299.4,310.9,2886,21.7,165,11.47,6555.2,0.9001,osp,1,0,0,0,0,1,0,0
847,2025-12-01 18:00:00,CRS-08,L47846,L,300.0,309.2,2030,37.5,61,9.22,7978.1,0.0063,rnf,0,0,0,0,0,0,0,0
848,2025-12-02 00:00:00,BLR-03,M47847,M,300.5,312.0,1168,53.5,129,11.48,6538.9,0.2613,tol,0,0,0,0,0,0,0,0
849,2025-12-02 06:00:00,PKR-09,L47848,L,301.2,311.7,2044,37.6,82,10.53,8050.7,0.0067,rnf,0,0,0,0,0,0,0,0
850,2025-12-02 12:00:00,RMM-04,H47849,H,301.2,311.6,2162,33.4,253,10.33,7559.8,0.8974,twf,1,1,0,0,0,0,0,0
851,2025-12-02 18:00:00,CRS-08,L47850,L,303.4,313.1,2399,37.9,156,9.69,9522.7,0.8566,pwf,1,0,0,1,0,0,0,0
852,2025-12-03 00:00:00,CRS-08,L47851,L,303.9,314.5,1168,52.7,31,10.66,6450.1,0.2217,tol,0,0,0,0,0,0,0,0
853,2025-12-03 06:00:00,CLC-06,M47852,M,303.9,313.8,1731,31.8,253,9.98,5758.7,0.8977,twf,1,1,0,0,0,0,0,0
854,2025-12-03 12:00:00,KLN-02,H47853,H,303.0,312.7,1168,49.1,80,9.63,6006.2,0.1468,tol,0,0,0,0,0,0,0,0
855,2025-12-03 18:00:00,PKR-09,L47854,L,302.8,313.5,2010,21.2,55,10.7,4471.7,0.0092,pwf,0,0,0,0,0,0,0,0
856,2025-12-04 00:00:00,CRS-08,L47855,L,303.6,313.4,1817,22.2,187,9.86,4232.2,0.0881,twf,0,0,0,0,0,0,0,0
857,2025-12-04 06:00:00,CLC-06,M47856,M,304.5,313.7,2886,14.9,87,9.2,4498.0,0.9001,osp,1,0,0,0,0,1,0,0
858,2025-12-04 12:00:00,BLR-03,M47857,M,305.3,315.9,1272,48.6,42,10.6,6478.8,0.0749,tol,0,0,0,0,0,0,0,0
859,2025-12-04 18:00:00,PKR-09,L47858,L,305.5,315.4,1470,47.4,188,9.94,7297.0,0.3002,osf,1,0,0,0,0,0,0,0
860,2025-12-05 00:00:00,PKR-09,L47859,L,304.3,314.8,1168,47.2,206,10.49,5775.0,0.744,osf,0,0,0,0,1,0,0,0
861,2025-12-05 06:00:00,CML-05,M47860,M,304.4,313.9,1252,32.5,70,9.55,4266.2,0.1099,hdf,0,0,0,0,0,0,0,0
862,2025-12-05 12:00:00,CML-05,M47861,M,303.3,309.5,1168,52.9,136,6.24,6473.2,0.9194,hdf,1,0,1,0,0,0,0,0
863,2025-12-05 18:00:00,CML-05,M47862,M,302.1,313.8,2344,38.7,25,11.74,9493.4,0.8423,pwf,0,0,0,1,0,0,0,0
864,2025-12-06 00:00:00,CRS-08,L47863,L,302.1,313.6,1168,55.9,5,11.55,6834.9,0.4285,tol,1,0,0,0,0,0,0,0
865,2025-12-06 06:00:00,CRS-08,L47864,L,302.3,313.2,1168,58.6,107,10.88,7171.5,0.6257,tol,1,0,0,0,0,0,1,0
866,2025-12-06 12:00:00,KLN-02,H47865,H,302.8,312.4,1243,48.7,17,9.61,6344.8,0.1411,hdf,0,0,0,0,0,0,0,0
867,2025-12-06 18:00:00,BLR-03,M47866,M,303.0,312.7,1168,52.4,46,9.7,6412.7,0.2499,tol,1,0,0,0,0,0,0,0
868,2025-12-07 00:00:00,CML-05,M47867,M,303.2,314.5,1168,54.7,49,11.38,6689.2,0.342,tol,0,0,0,0,0,0,0,0
869,2025-12-07 06:00:00,PKR-09,L47868,L,302.3,311.9,2087,37.2,58,9.65,8125.9,0.007,rnf,0,0,0,0,0,0,0,0
870,2025-12-07 12:00:00,PKR-09,L47869,L,302.1,311.5,1821,35.7,33,9.37,6806.6,0.005,rnf,1,0,0,0,0,0,0,0
871,2025-12-07 18:00:00,FAN-07,M47870,M,300.9,312.8,1257,38.6,91,11.87,5077.5,0.0067,rnf,0,0,0,0,0,0,0,0
872,2025-12-08 00:00:00,PKR-09,L47871,L,299.5,309.5,1475,29.2,14,9.95,4514.2,0.0136,hdf,0,0,0,0,0,0,0,0
873,2025-12-08 06:00:00,RMM-04,H47872,H,300.1,311.8,1349,38.1,75,11.77,5378.9,0.0063,rnf,0,0,0,0,0,0,0,0
874,2025-12-08 12:00:00,CRS-08,L47873,L,299.5,308.1,2886,9.3,137,8.6,2815.9,0.9897,osp,1,0,0,1,0,1,0,0
875,2025-12-08 18:00:00,CLC-06,M47874,M,300.2,310.7,1583,51.3,27,10.52,8497.8,0.1631,tol,0,0,0,0,0,0,0,0
876,2025-12-09 00:00:00,CML-05,M47875,M,300.9,313.0,1168,45.0,55,12.07,5502.1,0.0249,tol,0,0,0,0,0,0,0,0
877,2025-12-09 06:00:00,CRS-08,L47876,L,300.4,303.7,1168,55.7,74,3.3,6815.9,0.9393,hdf,1,0,1,0,0,0,0,0
878,2025-12-09 12:00:00,CRS-08,L47877,L,300.8,310.5,2567,22.1,23,9.74,5934.7,0.5529,osp,0,0,0,0,0,1,0,0
879,2025-12-09 18:00:00,BLR-03,M47878,M,300.3,307.0,1168,55.0,47,6.7,6731.3,0.9328,hdf,0,0,1,0,0,0,0,0
880,2025-12-10 00:00:00,CRS-08,L47879,L,299.0,310.1,1871,22.7,161,11.08,4448.9,0.0126,pwf,0,0,0,0,0,0,0,0
881,2025-12-10 06:00:00,CRS-08,L47880,L,299.2,308.4,2313,26.8,18,9.23,6495.0,0.0111,osp,0,0,0,0,0,0,0,0
882,2025-12-10 12:00:00,BLR-03,M47881,M,298.9,308.8,2474,31.9,80,9.91,8264.4,0.1722,osp,0,0,0,0,0,0,0,0
883,2025-12-10 18:00:00,RMM-04,H47882,H,298.7,307.4,1168,60.0,124,8.77,7343.7,0.8441,tol,1,0,0,0,0,0,1,0
884,2025-12-11 00:00:00,PKR-09,L47883,L,300.1,311.7,1394,46.9,133,11.56,6843.4,0.0438,tol,0,0,0,0,0,0,0,0
885,2025-12-11 06:00:00,PKR-09,L47884,L,299.1,310.2,1168,31.8,115,11.15,3887.3,0.2048,pwf,0,0,0,0,0,0,0,0
886,2025-12-11 12:00:00,CRS-08,L47885,L,299.4,304.1,1218,31.3,28,4.71,3988.9,0.9009,hdf,1,0,1,0,0,0,0,0
887,2025-12-11 18:00:00,CRS-08,L47886,L,298.7,307.6,2244,24.9,35,8.85,5843.3,0.0057,rnf,0,0,0,0,0,0,0,0
888,2025-12-12 00:00:00,PKR-09,L47887,L,299.4,311.0,1168,77.0,119,11.54,9418.1,0.9862,tol,1,0,0,1,0,0,1,0
889,2025-12-12 06:00:00,CRS-08,L47888,L,299.7,309.3,1168,48.8,92,9.63,5967.0,0.1395,hdf,0,0,0,0,0,0,0,0
890,2025-12-12 12:00:00,FAN-07,M47889,M,299.9,308.8,1168,72.3,131,8.89,8843.1,0.9502,tol,1,0,0,0,0,0,1,0
891,2025-12-12 18:00:00,CRS-08,L47890,L,299.3,307.5,1500,44.4,48,8.24,6969.4,0.109,hdf,0,0,0,0,0,0,0,0
892,2025-12-13 00:00:00,KLN-01,H47891,H,298.8,308.2,2886,10.9,34,9.35,3305.4,0.9839,osp,0,0,0,1,0,1,0,0
893,2025-12-13 06:00:00,CRS-08,L47892,L,299.5,308.1,1398,26.3,103,8.55,3850.9,0.5063,hdf,1,0,0,0,0,0,0,0
894,2025-12-13 12:00:00,PKR-09,L47893,L,300.8,310.1,2245,28.1,68,9.38,6597.4,0.0058,rnf,0,0,0,0,0,0,0,0
